index,wavelength,intensityRaw,intensityProcessed
0,323.8008446189192,0.006274509803921569,0.07296142040961373
1,324.03936250800274,0.006274509803921569,0.07220088146239
2,324.2778803970863,0.006666666666666667,0.07141275627369681
3,324.5163982861699,0.006666666666666667,0.07061356243253858
4,324.75491617525347,0.006666666666666667,0.0698214691714364
5,324.993434064337,0.006666666666666667,0.06905045779184721
6,325.23195195342055,0.006405228758169935,0.06831219428383974
7,325.47046984250414,0.006405228758169935,0.0676135706212335
8,325.70898773158774,0.006797385620915033,0.06696045089244511
9,325.9475056206713,0.006797385620915033,0.0663515223308619
10,326.1860235097548,0.00718954248366013,0.0657885571679246
11,326.4245413988384,0.00718954248366013,0.06527836805350122
12,326.663059287922,0.00718954248366013,0.06483065306165237
13,326.90157717700555,0.006797385620915033,0.0644572386804159
14,327.1400950660891,0.006797385620915033,0.0641734199315572
15,327.3786129551727,0.006535947712418299,0.06400528508649331
16,327.6171308442563,0.00784313725490196,0.06397761994946098
17,327.8556487333398,0.00784313725490196,0.06410741402931275
18,328.09416662242336,0.006797385620915032,0.06441545665350165
19,328.33268451150695,0.006797385620915032,0.06490258259772508
20,328.57120240059055,0.006797385620915032,0.06556790645550366
21,328.8097202896741,0.006797385620915032,0.06640268113572705
22,329.04823817875763,0.006013071895424836,0.0673713031564585
23,329.2867560678412,0.006013071895424836,0.06844669438089421
24,329.5252739569248,0.006535947712418301,0.06958260862007697
25,329.76379184600836,0.006535947712418301,0.07072477873502112
26,330.0023097350919,0.006535947712418301,0.07182890218948679
27,330.2408276241755,0.006274509803921568,0.07284668807104522
28,330.4793455132591,0.007058823529411764,0.0737402185939494
29,330.71786340234263,0.007581699346405228,0.07447802721541587
30,330.95638129142617,0.00784313725490196,0.07503145183216496
31,331.19489918050976,0.008104575163398693,0.07540182743536192
32,331.4334170695933,0.006535947712418301,0.07558807981299014
33,331.6719349586769,0.006535947712418301,0.07561141926667274
34,331.91045284776044,0.006535947712418301,0.07550323371336053
35,332.14897073684403,0.006535947712418301,0.0753008468721553
36,332.38748862592763,0.006535947712418301,0.07505037410903283
37,332.62600651501117,0.006535947712418301,0.07478957222483622
38,332.8645244040947,0.006535947712418301,0.07454701631884518
39,333.1030422931783,0.006797385620915033,0.07435496863355003
40,333.34156018226184,0.006797385620915033,0.07422312472057242
41,333.58007807134544,0.006797385620915033,0.07415400740038151
42,333.818595960429,0.006535947712418301,0.07414928936934616
43,334.0571138495126,0.006535947712418301,0.07419781426970733
44,334.29563173859617,0.006535947712418301,0.0742856388310063
45,334.5341496276797,0.006535947712418301,0.07440599857819359
46,334.77266751676325,0.006797385620915033,0.07455395955843656
47,335.01118540584685,0.006797385620915033,0.0747395204526175
48,335.2497032949304,0.006535947712418301,0.07495943755043401
49,335.488221184014,0.006535947712418301,0.07522406501081616
50,335.7267390730975,0.006535947712418301,0.07554222860118114
51,335.9652569621811,0.006535947712418301,0.07591760739870324
52,336.20377485126465,0.006535947712418301,0.07635313061235892
53,336.44229274034825,0.006535947712418301,0.07684759249058604
54,336.6808106294318,0.006535947712418301,0.07738242081290037
55,336.9193285185154,0.006535947712418301,0.07795460826233709
56,337.1578464075989,0.006535947712418301,0.07853766156073996
57,337.3963642966825,0.007581699346405228,0.07910964747997164
58,337.63488218576606,0.00849673202614379,0.07965230195706019
59,337.87340007484966,0.009150326797385621,0.08013418002021097
60,338.1119179639332,0.008758169934640523,0.08052760664791586
61,338.35043585301673,0.008104575163398693,0.080807882003326
62,338.58895374210033,0.007320261437908497,0.08094613948273026
63,338.8274716311839,0.006535947712418301,0.0809337366314361
64,339.06598952026746,0.008104575163398691,0.08075751243413315
65,339.30450740935106,0.007320261437908496,0.08041262448297885
66,339.5430252984346,0.006535947712418301,0.07992019316053459
67,339.7815431875182,0.006535947712418301,0.07929727566642747
68,340.02006107660173,0.006535947712418301,0.07857126459969341
69,340.2585789656853,0.006013071895424836,0.07778274788881828
70,340.49709685476887,0.006013071895424836,0.07696621506950165
71,340.73561474385247,0.006274509803921568,0.07617069228150918
72,340.974132632936,0.006535947712418301,0.07543872454244464
73,341.21265052201954,0.006274509803921568,0.07481354696942571
74,341.45116841110314,0.006535947712418301,0.0743374221479062
75,341.68968630018674,0.007320261437908496,0.07403874217963997
76,341.9282041892703,0.008235294117647058,0.0739337328204088
77,342.1667220783538,0.008888888888888889,0.07403508676349478
78,342.4052399674374,0.009411764705882354,0.07433140898357872
79,342.64375785652095,0.009281045751633986,0.07480276979356158
80,342.88227574560455,0.006666666666666667,0.0754116585967901
81,343.1207936346881,0.006666666666666667,0.07612817037063567
